Stkcd	Accper	Typrep	Indcd	F040202B	F040302B	F040502B	F040602B	F040802B	F040902B	F041002B	F041202B	F041402B	F041502B	F041702B	F041802B	Indnme
股票代码	截止日期	报表类型编码	行业代码	应收账款周转率B	应收账款周转天数B	存货周转率B	存货周转天数B	应付账款周转率B	营运资金（资本）周转率B	现金及现金等价物周转率B	流动资产周转率B	固定资产周转率B	非流动资产周转率B	总资产周转率B	股东权益周转率B	行业名称
603228	2018-12-31	B	C39	3.366081	108.434705	15.792642	23.112029	2.121663	12.452722	7.042941	1.744984	13.24224	1.243121	0.725954	1.347677	计算机、通信和其他电子设备制造业
603228	2019-12-31	A	C39	3.343745	109.159042	6.002209	60.810945	2.96652	2.620972	6.251929	1.23119	2.55066	2.041316	0.767989	1.261956	计算机、通信和其他电子设备制造业
603228	2019-12-31	B	C39	3.10591	117.517893	14.445595	25.267218	1.742834	52.805847	8.762353	1.56534	14.834742	1.085136	0.640868	1.225664	计算机、通信和其他电子设备制造业
603228	2020-12-31	A	C39	3.126962	117.046514	5.873394	62.314907	2.691641	2.351979	5.450048	1.116236	2.462518	1.708357	0.675117	1.140626	计算机、通信和其他电子设备制造业
603228	2020-12-31	B	C39	2.729609	134.085138	14.823665	24.69025	1.398174	7.389002	6.097671	1.145709	14.992037	0.933897	0.514508	1.0178	计算机、通信和其他电子设备制造业
603229	2016-12-31	A	C27	5.840986	62.660654	2.95546	123.83859	2.053343								医药制造业
603229	2016-12-31	B	C27	5.840986	62.660654	2.944696	124.291268	2.044222								医药制造业
603229	2017-12-31	A	C27	3.235986	112.79406	1.02048	357.67482	1.07227	1.222572	1.527879	0.641475	1.64254	1.094794	0.404478	0.594351	医药制造业
603229	2017-12-31	B	C27	3.235986	112.79406	1.022462	356.981482	1.072414	1.223917	1.527941	0.641361	1.64254	1.092405	0.404106	0.593963	医药制造业
603229	2018-12-31	A	C27	3.124751	116.809307	1.056556	345.462048	1.643205	0.719005	0.999883	0.466537	1.393125	0.979358	0.316003	0.419575	医药制造业
603229	2018-12-31	B	C27	3.124751	116.809307	1.059366	344.5457	1.64656	0.719336	0.999917	0.466634	1.393125	0.977426	0.315846	0.419333	医药制造业
603229	2019-12-31	A	C27	4.458604	81.864189	0.936348	389.812335	1.778525	0.868492	1.053434	0.541271	1.728865	1.118921	0.364801	0.495524	医药制造业
603229	2019-12-31	B	C27	4.458604	81.864189	0.93918	388.636896	1.781516	0.868948	1.053492	0.541357	1.728865	1.116923	0.364627	0.49528	医药制造业
603229	2020-12-31	A	C27	7.582261	48.270562	0.943086	388.087619	1.745615	0.740364	0.788112	0.517528	2.08177	1.192662	0.360917	0.461889	医药制造业
603229	2020-12-31	B	C27	7.535185	48.572132	0.943086	388.087619	2.037769	0.699501	0.788481	0.505432	2.068845	1.293753	0.363445	0.459082	医药制造业
603236	2016-12-31	A	C39	17.54061	20.865865	6.364043	57.510611	14.237233								计算机、通信和其他电子设备制造业
603236	2016-12-31	B	C39	17.560203	20.842584	6.618189	55.302138									计算机、通信和其他电子设备制造业
603236	2017-12-31	A	C39	32.974375	11.069201	9.978114	36.580059	10.203017								计算机、通信和其他电子设备制造业
603236	2017-12-31	B	C39	33.00894	11.05761	10.362893	35.221825									计算机、通信和其他电子设备制造业
603236	2018-12-31	A	C39	25.542875	14.289699	8.693715	41.984353	11.194941								计算机、通信和其他电子设备制造业
603236	2018-12-31	B	C39	25.568994	14.275102	9.098393	40.116975									计算机、通信和其他电子设备制造业
603236	2019-12-31	A	C39	11.927802	30.600776	5.342408	68.321251	5.878054	4.375002	9.648502	2.207073	36.321002	17.130939	1.955177	3.484985	计算机、通信和其他电子设备制造业
603236	2019-12-31	B	C39	11.939229	30.571488	5.746974	63.511685	5.709541	4.647775	10.856962	2.266087	45.275002	17.943555	2.011993	3.691575	计算机、通信和其他电子设备制造业
603236	2020-12-31	A	C39	9.029123	40.535498	4.504552	81.251143	4.998991	5.069014	10.108393	1.947794	16.713801	9.662653	1.621028	3.407814	计算机、通信和其他电子设备制造业
603236	2020-12-31	B	C39	8.684364	42.14471	4.870318	75.149097	5.207819	5.22408	11.847424	1.991606	26.446687	11.165813	1.690142	3.558968	计算机、通信和其他电子设备制造业
603239	2016-12-31	A	C36	3.805909	96.166251	4.013109	91.201111	4.201431	1.72351	2.247725	1.032388	2.774447	2.256069	0.708277	0.97926	汽车制造业
603239	2016-12-31	B	C36	3.097465	118.161141	4.05424	90.275859	4.034936	1.046635	1.991791	0.815995	13.905737	6.386346	0.723546	0.900153	汽车制造业
603239	2017-12-31	A	C36	3.47462	105.047458	4.315345	84.581882	3.980058	1.171637	2.359858	0.867104	3.16524	2.347976	0.633247	0.782527	汽车制造业
603239	2017-12-31	B	C36	3.478324	104.935595	5.034843	72.494813	4.109638	1.117633	2.496223	0.876423	5.421344	3.292621	0.69218	0.835078	汽车制造业
603239	2018-12-31	A	C36	3.302024	110.538264	4.085947	89.330576	4.154192	1.143715	3.472082	0.870705	2.979279	1.884549	0.595548	0.713687	汽车制造业
603239	2018-12-31	B	C36	3.213621	113.579044	4.453488	81.958231	3.108801	1.271852	3.700923	0.893966	3.005031	1.771779	0.594172	0.74245	汽车制造业
603239	2019-12-31	A	C36	3.13595	116.392162	3.808047	95.849657	4.092342	1.114432	2.574221	0.844564	2.50557	1.534951	0.544802	0.649806	汽车制造业
603239	2019-12-31	B	C36	2.934321	124.389936	4.12836	88.412832	2.273187	1.334347	2.702752	0.849867	2.531234	1.454004	0.536362	0.700573	汽车制造业
603239	2020-12-31	A	C36	2.721672	134.47616	3.599411	101.683303	3.532151	1.136705	3.145807	0.838201	1.929665	1.380544	0.521544	0.628938	汽车制造业
603239	2020-12-31	B	C36	2.483336	147.382392	3.934785	93.016518	1.678136	1.483667	3.234964	0.825391	1.946058	1.30752	0.505982	0.70184	汽车制造业
603260	2016-12-31	A	C26	52.339106	6.992859	8.892797	41.156905	7.287638								化学原料及化学制品制造业
603260	2016-12-31	B	C26	126.789837	2.886667	22.427609	16.319172	16.66016								化学原料及化学制品制造业
603260	2017-12-31	A	C26	32.691128	11.165109	4.68559	77.898408	2.438974		21.346146	2.133486	1.599022	0.923223	0.644381	1.701982	化学原料及化学制品制造业
603260	2017-12-31	B	C26	60.857522	5.997615	12.84306	28.420018	9.812122	24.372502	9.535426	1.225642	3.964553	0.732436	0.458462	0.878271	化学原料及化学制品制造业
603260	2018-12-31	A	C26	30.257421	12.063156	3.714267	98.269726	2.464265		23.09899	2.392141	1.53224	1.056691	0.732931	1.641707	化学原料及化学制品制造业
603260	2018-12-31	B	C26	45.9072	7.950823	11.699639	31.197544	6.491025	3.086743	9.548038	0.898423	5.672696	0.862848	0.440138	0.846373	化学原料及化学制品制造业
603260	2019-12-31	A	C26	19.991843	18.257446	2.650963	137.685815	2.245128		27.780083	1.953656	0.882974	0.735773	0.534481	1.075003	化学原料及化学制品制造业
603260	2019-12-31	B	C26	36.149201	10.097042	12.228692	29.847837	5.025062	58.489052	14.850958	0.824737	4.401698	0.491599	0.308006	0.597788	化学原料及化学制品制造业
603260	2020-12-31	A	C26	25.421101	14.397488	2.600851	140.723171	1.956223		43.646181	2.049467	0.841924	0.62419	0.478467	0.974849	化学原料及化学制品制造业
603260	2020-12-31	B	C26	32.600515	11.226817	10.684158	34.256326	5.928957		27.193902	0.935476	3.793275	0.338951	0.248803	0.495836	化学原料及化学制品制造业
603261	2018-12-31	A	C37	4.130344	88.370363	4.980177	73.290568	5.838301								铁路、船舶、航空航天和其它运输设备制造业
603261	2018-12-31	B	C37	4.16356	87.665363	6.499964	56.154157	6.133449								铁路、船舶、航空航天和其它运输设备制造业
603261	2019-12-31	A	C37	2.536643	143.890961	3.535295	103.244567	3.522469								铁路、船舶、航空航天和其它运输设备制造业
603261	2019-12-31	B	C37	2.399874	152.091318	3.311066	110.236401	2.755233								铁路、船舶、航空航天和其它运输设备制造业
603261	2020-12-31	A	C37	5.364591	68.225145	5.407476	67.684073	4.268132								铁路、船舶、航空航天和其它运输设备制造业
603261	2020-12-31	B	C37	5.983822	61.164921	6.000955	60.990292	3.97612								铁路、船舶、航空航天和其它运输设备制造业
603261	2021-12-31	A	C37	3.458243	105.544926	3.017894	120.945268	3.323521								铁路、船舶、航空航天和其它运输设备制造业
603261	2021-12-31	B	C37	3.460108	105.488037	3.903804	93.498547	3.1627								铁路、船舶、航空航天和其它运输设备制造业
603267	2016-12-31	A	C39			6.841345	53.498252									计算机、通信和其他电子设备制造业
603267	2016-12-31	B	C39			6.877069	53.220347									计算机、通信和其他电子设备制造业
603267	2017-12-31	A	C39	3.632866	100.471639	6.748281	54.087848	12.82397								计算机、通信和其他电子设备制造业
603267	2017-12-31	B	C39	2.885311	126.502828	7.584519	48.124344									计算机、通信和其他电子设备制造业
603267	2018-12-31	A	C39	3.835148	95.172338	5.023202	72.662815	12.677402								计算机、通信和其他电子设备制造业
603267	2018-12-31	B	C39	2.809062	129.936612	5.217863	69.952009									计算机、通信和其他电子设备制造业
603267	2019-12-31	A	C39	1.980809	184.268145	2.746993	132.872563	6.186188	0.769049	4.332466	0.636188	8.201234	4.237164	0.553137	0.661009	计算机、通信和其他电子设备制造业
603267	2019-12-31	B	C39	1.518981	240.29267	2.589279	140.965883	11.857357	0.621405	4.328736	0.546256	13.93054	3.422521	0.47107	0.533824	计算机、通信和其他电子设备制造业
603267	2020-12-31	A	C39	2.299502	159.164897	4.354927	84.042741	6.357504	0.851375	3.083402	0.713041	9.350665	4.549727	0.616432	0.728444	计算机、通信和其他电子设备制造业
603267	2020-12-31	B	C39	1.94966	187.725039	3.880904	94.307924	9.991142	0.731854	3.098363	0.647615	21.019888	3.050921	0.534217	0.599347	计算机、通信和其他电子设备制造业
603267	2021-12-31	A	C39	2.452377	148.835191	3.70311	98.5658	5.604731	0.999912	2.500144	0.757902	7.231876	4.208379	0.642239	0.815038	计算机、通信和其他电子设备制造业
603267	2021-12-31	B	C39	2.163596	168.700626	3.109854	117.368854	7.891253	0.877657	2.481619	0.703018	27.137842	2.66772	0.556393	0.665778	计算机、通信和其他电子设备制造业
603269	2016-12-31	A	C34	3.142555	116.465742	2.982581	122.71251	4.026593								通用设备制造业
603269	2016-12-31	B	C34	2.687792	136.171251	2.978997	122.860144	3.288308								通用设备制造业
603269	2017-12-31	A	C34	1.646316	221.707133	1.43468	254.412134	2.116342	1.746225	5.509454	0.623204	3.95773	2.380539	0.493904	1.056547	通用设备制造业
603269	2017-12-31	B	C34	1.430412	255.171237	1.448143	252.046932	1.760707	1.860772	6.265726	0.576781	3.839204	1.694564	0.430314	0.924859	通用设备制造业
603269	2018-12-31	A	C34	1.610024	226.704695	1.309574	278.71659	2.443266	1.397764	3.323255	0.56101	4.477857	2.371422	0.453682	0.934671	通用设备制造业
603269	2018-12-31	B	C34	1.339166	272.557696	1.212372	301.06271	1.861741	1.564155	4.53216	0.522259	3.968598	1.438532	0.383155	0.776056	通用设备制造业
603269	2019-12-31	A	C34	1.550041	235.477642	1.033849	353.049623	2.463061	1.448312	3.166312	0.518742	4.532084	1.993836	0.411644	0.903147	通用设备制造业
603269	2019-12-31	B	C34	1.320761	276.355828	1.033982	353.004211	2.088889	1.772651	5.102965	0.514029	3.989202	1.291501	0.367687	0.769885	通用设备制造业
603269	2020-12-31	A	C34	2.01234	181.877814	1.01303	361.292361	2.798897	1.836147	4.527185	0.589646	4.196444	2.004567	0.455624	1.063798	通用设备制造业
603269	2020-12-31	B	C34	1.493431	245.073257	0.854798	428.171334	2.303303	1.648557	4.935752	0.476053	4.41013	1.243849	0.344286	0.724873	通用设备制造业
603277	2016-12-31	A	C34	32.349443	11.313951	5.113843	71.570441	11.794661								通用设备制造业
603277	2016-12-31	B	C34	8.928841	40.990762	9.920978	36.891524	15.62415								通用设备制造业
603277	2017-12-31	A	C34	18.46989	19.761894	2.676963	136.348541	6.856677	1.767592	5.665845	1.298012	5.489787	3.747529	0.964086	1.233552	通用设备制造业
603277	2017-12-31	B	C34	4.674541	78.082533	4.954806	73.665851	8.932617	1.442573	5.958517	1.13135	5.082187	3.061192	0.826057	0.989196	通用设备制造业
603277	2018-12-31	A	C34	17.269582	21.135428	2.305329	158.328811	6.699629	1.145532	5.502136	0.880186	5.807954	3.710567	0.711428	0.895298	通用设备制造业
603277	2018-12-31	B	C34	4.33572	84.184403	4.735653	77.074904	8.4051	0.944559	6.493681	0.793141	5.401402	2.99807	0.627212	0.723627	通用设备制造业
603277	2019-12-31	A	C34	14.471505	25.221979	2.134928	170.965953	6.761335	1.299102	6.350751	0.937332	5.544469	2.805969	0.702622	0.910204	通用设备制造业
603277	2019-12-31	B	C34	3.443912	105.984125	5.061375	72.114791	7.205419	0.983814	7.942612	0.79822	5.868038	2.183498	0.584533	0.683364	通用设备制造业
603277	2020-12-31	A	C34	10.744819	34.062928	1.845398	198.3312	5.436293	1.224899	5.775267	0.845484	3.596148	1.836326	0.578932	0.751123	通用设备制造业
603277	2020-12-31	B	C34	2.300764	159.077593	3.827782	95.616731	4.56038	0.760506	6.480184	0.585203	3.76146	1.150935	0.387948	0.460448	通用设备制造业
603279	2016-12-31	A	C34	6.080648	60.190953	3.287173	111.341873	10.905666								通用设备制造业
603279	2016-12-31	B	C34	6.080648	60.190953	3.407774	107.401488									通用设备制造业
603279	2017-12-31	A	C34	8.349235	43.71658	3.200005	114.062322	12.729444								通用设备制造业
603279	2017-12-31	B	C34	8.349235	43.71658	3.2272	113.10114									通用设备制造业
603279	2018-12-31	A	C34	10.194078	35.805102	3.283159	111.173416	14.940847								通用设备制造业
603279	2018-12-31	B	C34	10.194078	35.805102	3.302827	110.511389									通用设备制造业
603279	2019-12-31	A	C34	5.732619	63.670724	1.596829	228.578013	7.957525	2.539515	4.687067	1.082192	4.097855	3.110376	0.802855	1.414204	通用设备制造业
603279	2019-12-31	B	C34	5.732619	63.670724	1.623612	224.807405	3.375878	3.505987	4.715839	1.070085	4.097869	2.884715	0.780543	1.603304	通用设备制造业
603279	2020-12-31	A	C34	6.517958	56.152556	1.47583	247.996043	8.320428	1.957459	2.660586	0.87445	4.026925	2.883126	0.670951	1.179766	通用设备制造业
603279	2020-12-31	B	C34	6.517958	56.152556	1.493784	245.015344	3.301128	2.605797	2.6817	0.869988	4.02693	2.750401	0.660928	1.35638	通用设备制造业
603283	2016-12-31	A	C35	7.771443	47.095501	8.125257	45.044729	13.65707								专用设备制造业
603283	2016-12-31	B	C35	8.061314	45.402028	9.946113	36.798295	5.881255								专用设备制造业
603283	2017-12-31	A	C35	6.271525	58.199561	2.916554	125.147691	5.242638	2.016856	2.145049	1.174691	8.515453	4.38085	0.926309	1.430883	专用设备制造业
603283	2017-12-31	B	C35	6.36198	57.372076	3.303987	110.47259	3.129457	2.536278	2.232271	1.239513	8.840401	3.156173	0.88999	1.406879	专用设备制造业
603283	2018-12-31	A	C35	4.076361	89.540647	2.274211	160.495222	3.905283	2.233569	2.651832	1.041756	6.384012	2.790672	0.758579	1.305781	专用设备制造业
603283	2018-12-31	B	C35	4.535088	80.483554	2.605431	140.091985	11.261375	2.732323	2.857	1.133945	12.43187	2.336606	0.763447	1.260189	专用设备制造业
603283	2019-12-31	A	C35	3.24938	112.329121	2.501902	145.889008	4.784023	4.043469	4.492412	1.177054	5.83637	1.703567	0.696097	1.352544	专用设备制造业
603283	2019-12-31	B	C35	3.407098	107.129293	3.343531	109.166028	5.31714	4.446401	4.852369	1.233224	15.849506	1.286209	0.62958	1.081622	专用设备制造业
603283	2020-12-31	A	C35	2.302431	158.962418	3.517232	104.059101	4.385178	6.105236	6.513348	1.205686	5.746882	1.976673	0.748893	1.762748	专用设备制造业
603283	2020-12-31	B	C35	2.154366	169.887568	5.031371	72.743592	3.960148	7.188271	7.120141	1.175708	28.484576	1.4896	0.657085	1.41806	专用设备制造业
603286	2016-12-31	A	C36	6.684168	54.756254	7.013866	52.182349	7.181071								汽车制造业
603286	2016-12-31	B	C36	6.563911	55.75944	7.517288	48.687771	7.332302								汽车制造业
603286	2017-12-31	A	C36	3.698807	98.680466	3.883202	93.994595	3.757643	3.588239	7.021165	1.341414	1.567077	1.271856	0.652855	0.946854	汽车制造业
603286	2017-12-31	B	C36	3.621507	100.786772	4.359896	83.717593	3.83075	2.133283	6.930812	1.053038	2.377469	1.457676	0.611375	0.865962	汽车制造业
603286	2018-12-31	A	C36	3.724615	97.996706	3.741685	97.549633	3.773119	2.390582	4.714914	1.128894	1.665534	1.246855	0.592473	0.830366	汽车制造业
603286	2018-12-31	B	C36	3.682937	99.105687	4.151121	87.928056	3.736792	1.664317	4.498703	0.92003	2.389878	1.360939	0.548935	0.753942	汽车制造业
603286	2019-12-31	A	C36	3.657023	99.807959	4.594522	79.442432	4.236573	3.41221	5.433699	1.38112	2.154152	1.391732	0.693203	1.103761	汽车制造业
603286	2019-12-31	B	C36	3.372017	108.24382	5.30735	68.772551	4.154828	3.119869	8.00047	1.274957	2.971812	1.224474	0.624603	0.9746	汽车制造业
603286	2020-12-31	A	C36	3.071208	119.171349	4.617619	79.261628	3.812242	3.865134	4.745831	1.278928	2.088477	1.208931	0.621472	1.025669	汽车制造业
603286	2020-12-31	B	C36	2.5571	143.13089	5.599643	65.36131	3.790631	7.286072	10.746028	1.32913	2.691861	0.862918	0.523223	0.854004	汽车制造业
603288	2016-12-31	A	C14			7.199886	50.834138	12.340377	2.517962	2.580427	1.557032	3.512456	2.781353	0.998218	1.327858	食品制造业
603288	2016-12-31	B	C14			2634.959501	0.138902	15.89538	1.516547	4.946909	1.124173	599.097659	30.689935	1.08445	1.445135	食品制造业
603288	2017-12-31	A	C14	11825.22062	0.030866	7.996678	45.643954	14.377258	2.295867	2.715364	1.414399	3.899584	3.178457	0.978826	1.339365	食品制造业
603288	2017-12-31	B	C14			2089.552006	0.174679	1739.817786	1.643444	3.840564	1.221088	689.202707	34.615284	1.179481	1.568955	食品制造业
603288	2018-12-31	A	C14	6936.99111	0.052616	8.125872	44.918256	14.798058	2.01118	2.271384	1.234284	4.606931	3.837625	0.933913	1.328121	食品制造业
603288	2018-12-31	B	C14			1838.240818	0.198559	1506.306797	1.796272	3.49738	1.278448	822.795089	35.28278	1.233744	1.709253	食品制造业
603288	2019-12-31	A	C14	8067.406008	0.045244	7.185895	50.793951	13.684771	1.801522	1.731964	1.097476	5.503906	4.488811	0.881867	1.298773	食品制造业
603288	2019-12-31	B	C14			2178.074687	0.167579	2033.353174	1.974509	2.299491	1.198582	954.836909	31.101654	1.154105	1.85675	食品制造业
603288	2020-12-31	A	C14	1037.032118	0.35293	6.754734	54.184221	13.857668	1.66299	1.574488	1.025056	6.191618	4.642873	0.839673	1.23991	食品制造业
603288	2020-12-31	B	C14			2853.646013	0.128257	2898.690839	2.175204	2.102374	1.170854	1141.082508	22.998805	1.114134	1.987501	食品制造业
603288	2021-12-31	A	C14	512.704484	0.711911	7.089337	51.485774	11.759977	1.50527	1.694185	0.965798	6.642821	4.508344	0.795403	1.145243	食品制造业
603288	2021-12-31	B	C14			2001.775587	0.182338	2893.228616	2.095962	2.589808	1.08536	1376.043086	17.670315	1.022552	1.877101	食品制造业
603289	2016-12-31	A	C35	5.973305	61.272612	4.24956	86.126564	4.161578								专用设备制造业
603289	2016-12-31	B	C35	5.983264	61.170625	4.804402	76.180136	4.721541								专用设备制造业
603289	2017-12-31	A	C35	3.537488	103.180562	2.710992	134.637063	2.538702	1.470968	3.727236	0.867533	4.678721	3.515403	0.695818	1.043471	专用设备制造业
603289	2017-12-31	B	C35	3.545976	102.933579	3.092308	118.034814	2.814256	1.586368	3.983604	0.927448	14.983402	3.372955	0.72743	1.081055	专用设备制造业
603289	2018-12-31	A	C35	3.484572	104.747441	2.608716	139.915575	2.737022	1.126066	2.29063	0.740715	4.95868	3.528807	0.612209	0.857129	专用设备制造业
603289	2018-12-31	B	C35	3.772546	96.751637	3.268154	111.683844	3.364941	1.461667	3.124988	0.91722	14.698466	2.755831	0.688175	0.956216	专用设备制造业
603289	2019-12-31	A	C35	3.111434	117.309254	2.22641	163.941053	2.797197	1.08231	1.74376	0.729082	4.184416	3.132426	0.591426	0.807076	专用设备制造业
603289	2019-12-31	B	C35	3.341467	109.233459	2.750784	132.689444	3.488377	1.408163	2.612228	0.910117	11.372025	2.599432	0.6741	0.914153	专用设备制造业
603289	2020-12-31	A	C35	3.103797	117.920083	2.291427	159.725795	2.722643	1.173266	1.986419	0.758563	4.161271	2.844252	0.598849	0.83531	专用设备制造业
603289	2020-12-31	B	C35	3.228685	113.358844	2.816624	129.942797	2.899975	1.48764	2.646461	0.897588	11.354001	2.394583	0.652867	0.91999	专用设备制造业
603290	2016-12-31	A	C39	4.411772	82.959863	5.709789	64.100442	11.321616								计算机、通信和其他电子设备制造业
603290	2016-12-31	B	C39	4.4315	82.590545	6.356115	57.582344	14.553135								计算机、通信和其他电子设备制造业
603290	2017-12-31	A	C39	5.963314	61.207577	5.28442	69.070967	11.419336								计算机、通信和其他电子设备制造业
603290	2017-12-31	B	C39	6.064541	60.185923	5.653583	64.560828	14.140161								计算机、通信和其他电子设备制造业
603290	2018-12-31	A	C39	10.232029	35.672299	6.598676	55.314127	16.343473								计算机、通信和其他电子设备制造业
603290	2018-12-31	B	C39	9.719975	37.551537	7.401032	49.317447	19.358177								计算机、通信和其他电子设备制造业
603290	2019-12-31	A	C39	4.463489	81.774594	3.163747	115.369529	7.045165	2.534423	8.958252	1.542054	3.464034	2.717696	0.983822	1.579766	计算机、通信和其他电子设备制造业
603290	2019-12-31	B	C39	4.530547	80.564223	4.009816	91.026621	11.328531	2.411208	10.545094	1.543085	7.011637	3.710233	1.089826	1.534062	计算机、通信和其他电子设备制造业
603290	2020-12-31	A	C39	4.119724	88.840903	2.911716	125.699072	6.14936	1.542117	11.11402	1.187456	3.573173	2.904074	0.842829	1.12432	计算机、通信和其他电子设备制造业
603290	2020-12-31	B	C39	4.257871	85.958452	3.846619	95.148493	10.635369	1.757571	16.009634	1.29495	9.198964	3.341975	0.93331	1.180327	计算机、通信和其他电子设备制造业
603297	2016-12-31	A	C40			6.114676	59.855992									仪器仪表制造业
603297	2016-12-31	B	C40			7.882018	46.434809									仪器仪表制造业
603297	2017-12-31	A	C40	10.623559	34.357601	5.742874	63.557027									仪器仪表制造业
603297	2017-12-31	B	C40	10.418615	35.033447	6.520773	55.974959									仪器仪表制造业
603297	2018-12-31	A	C40	5.38095	67.831888	3.147373	115.969731	5.043953	1.263897	5.437073	1.026118	3.987278	1.806419	0.654395	0.763655	仪器仪表制造业
603297	2018-12-31	B	C40	4.816454	75.781893	3.614835	100.972797	9.734401	0.977771	5.946383	0.82331	4.962492	1.538368	0.536294	0.604655	仪器仪表制造业
603297	2019-12-31	A	C40	4.838938	75.429774	2.971394	122.837968	4.710982	0.790684	1.964497	0.681127	4.008208	1.541716	0.472415	0.531036	仪器仪表制造业
603297	2019-12-31	B	C40	4.170444	87.520657	3.546181	102.927628	4.65655	0.618384	1.743389	0.546831	4.781824	1.282807	0.383398	0.420888	仪器仪表制造业
603297	2020-12-31	A	C40	4.583945	79.84389	2.791237	131.124659	3.703758	0.743315	1.267446	0.617638	2.543497	1.338895	0.422662	0.482935	仪器仪表制造业
603297	2020-12-31	B	C40	4.154202	88.103564	3.280042	111.583937	3.435198	0.618632	1.118666	0.522557	2.499246	1.124276	0.356744	0.401186	仪器仪表制造业
603298	2016-12-31	A	C34	12.978965	28.199475	5.79051	63.206868	5.266303	2.792183	5.275975	1.833422	9.607419	5.760824	1.390793	1.893202	通用设备制造业
603298	2016-12-31	B	C34	15.895714	23.025075	8.065727	45.377187	6.581418	3.447241	5.821829	2.211425	16.327813	5.626348	1.587472	2.149512	通用设备制造业
603298	2017-12-31	A	C34	16.658393	21.910877	6.771407	53.903125	5.988224	2.695574	6.159152	1.842368	10.196337	6.564052	1.438591	1.921653	通用设备制造业
603298	2017-12-31	B	C34	20.45598	17.843193	9.43486	38.686319	7.019533	3.188533	6.819131	2.153653	16.413654	6.500028	1.617671	2.149886	通用设备制造业
603298	2018-12-31	A	C34	17.593372	20.746449	6.977966	52.307506	6.364342	3.277017	11.461331	2.142898	9.516272	5.81747	1.566039	2.109635	通用设备制造业
603298	2018-12-31	B	C34	21.36978	17.080195	9.76188	37.390339	7.043524	3.896366	13.590684	2.479993	13.718409	5.686573	1.726878	2.323604	通用设备制造业
603298	2019-12-31	A	C34	14.835263	24.603541	6.903963	52.868186	6.19759	4.090285	13.135929	2.441057	8.03324	3.807647	1.487458	1.993001	通用设备制造业
603298	2019-12-31	B	C34	18.087367	20.17983	10.130606	36.029434	6.754936	5.320167	15.915887	2.946798	11.167157	3.774179	1.65478	2.229815	通用设备制造业
603298	2020-12-31	A	C34	15.775233	23.200925	8.256671	44.327793	6.818239	5.80909	8.364647	2.803501	8.724187	3.684273	1.59205	2.28407	通用设备制造业
603298	2020-12-31	B	C34	14.62037	25.033566	12.18881	30.027542	7.465483	8.397556	10.359108	3.448358	12.272587	3.506899	1.738691	2.508808	通用设备制造业
603299	2016-12-31	A	C26	13.82781	26.4684	3.891594	94.048865	6.171417		4.97882	1.470375	0.829517	0.704048	0.476087	1.093053	化学原料及化学制品制造业
603299	2016-12-31	B	C26	20.364689	17.972285	7.247103	50.502939	6.6918		4.836305	1.173075	0.894631	0.597631	0.395925	0.870628	化学原料及化学制品制造业
603299	2017-12-31	A	C26	20.481495	17.820965	4.131774	88.339779	6.281139		7.398202	1.784347	1.060835	0.857337	0.579095	1.268397	化学原料及化学制品制造业
603299	2017-12-31	B	C26	27.250017	13.394487	6.744152	54.120963	6.645731		7.241589	1.464482	1.141806	0.722181	0.483669	1.01878	化学原料及化学制品制造业
603299	2018-12-31	A	C26	22.821044	15.99401	4.45904	81.856184	6.299185		7.456736	1.863594	1.079447	0.884708	0.599911	1.267852	化学原料及化学制品制造业
603299	2018-12-31	B	C26	32.193964	11.337529	7.018645	52.00434	6.481002		7.18367	1.612274	1.172245	0.763127	0.517963	1.080821	化学原料及化学制品制造业
603299	2019-12-31	A	C14	26.697028	13.671934	4.914949	74.263232	4.927797		4.086623	1.600911	1.301561	0.971492	0.604599	1.054192	食品制造业
603299	2019-12-31	B	C14	24.517997	14.887024	7.057984	51.714484	5.760514		8.536839	1.542033	1.152835	0.627938	0.446228	0.80436	食品制造业
603299	2020-12-31	A	C14	21.214221	17.252578	4.963812	73.733655	5.057765	15.144858	3.584575	1.382839	1.269242	0.911413	0.549346	0.950141	食品制造业
603299	2020-12-31	B	C14	14.497697	25.245389	7.254674	50.450234	6.103154		9.10185	1.320364	1.1157	0.490917	0.357862	0.585589	食品制造业
603301	2016-12-31	A	C35	11.659676	31.390238	6.697673	54.645845	12.14059								专用设备制造业
603301	2016-12-31	B	C35	10.043348	36.442031	33.004104	11.08953	29.296085								专用设备制造业
603301	2017-12-31	A	C35	13.805119	26.439468	8.861999	41.187096	13.727659								专用设备制造业
603301	2017-12-31	B	C35	12.864582	28.372473	45.994934	7.935657	47.412286								专用设备制造业
603301	2018-12-31	A	C35	6.26137	58.293952	3.359043	108.661902	6.06558	10.759594	9.859982	1.776726	2.778715	1.861192	0.908989	1.696121	专用设备制造业
603301	2018-12-31	B	C35	6.597719	55.32215	18.572374	19.652846	22.034117	17.35695	13.304109	2.046968	10.580432	1.815435	0.962131	1.651118	专用设备制造业
603301	2019-12-31	A	C35	5.835665	62.546428	3.143492	116.112909	6.74154	3.251538	4.695453	1.422032	3.695645	1.973984	0.826577	1.479782	专用设备制造业
603301	2019-12-31	B	C35	5.165451	70.661787	10.048857	36.322539	10.347846	2.992024	3.328101	1.143748	10.298984	1.019085	0.538912	0.916469	专用设备制造业
