Stkcd	Accper	Indcd	F100101B	F100201B	F100301B	F100401A	F100901A	F100902A	F100903A	F100904A	Indnme
股票代码	截止日期	行业代码	市盈率1	市销率1	市现率1	市净率	托宾Q值A	托宾Q值B	托宾Q值C	托宾Q值D	行业名称
000528	2018-12-31	C35	10.558431	0.49098	14.00771	0.879354	0.95353	0.984618	0.953524	0.984612	专用设备制造业
000528	2019-12-31	C35	9.538837	0.534116	5.514162	0.945743	0.980499	1.008978	0.980321	1.008796	专用设备制造业
000528	2020-12-31	C35	8.073471	0.472242	5.410217	0.911858	0.969404	0.999101	0.969127	0.998816	专用设备制造业
000528	2021-12-31	C35	11.175727	0.3963	13.436767	0.704615	0.882702	0.914821	0.882072	0.914169	专用设备制造业
000530	2016-12-31	C34	36.51899	3.733575		2.002751	1.38991	1.434963	1.479852	1.52782	通用设备制造业
000530	2017-12-31	C34	22.107644	2.174458		1.29399	1.08843	1.117395	1.093151	1.122241	通用设备制造业
000530	2018-12-31	C34	25.276988	1.44018		0.81872	0.827665	0.850385	0.825554	0.848216	通用设备制造业
000530	2019-12-31	C34	38.477072	1.809003	261.032407	0.959381	0.889845	0.913536	0.889761	0.91345	通用设备制造业
000530	2020-12-31	C34	179.345601	2.37254		1.188103	0.970879	0.9967	0.971293	0.997126	通用设备制造业
000533	2016-12-31	C38	33.828655	2.041333	33.84852	4.2967	3.067261	3.355393	3.08511	3.374919	电气机械及器材制造业
000533	2017-12-31	C38	109.904743	0.885774		3.360384	2.168046	2.493135	2.178132	2.504733	电气机械及器材制造业
000533	2018-12-31	C38		0.182831		1.859498	1.321627	1.481531	1.324404	1.484644	电气机械及器材制造业
000533	2019-12-31	C38		1.382934	13.513233	2.171319	1.428838	1.607417	1.43254	1.611582	电气机械及器材制造业
000533	2020-12-31	C38	24.564713	1.421206	54.778777	2.207996	1.466018	1.638035	1.470042	1.64253	电气机械及器材制造业
000533	2021-12-31	C38		2.221053	59.552466	3.986446	2.013308	2.250899	2.022057	2.26068	电气机械及器材制造业
000534	2019-12-31	C27	87.829495	8.316883	29.380451	4.815553	2.752603	3.000905	2.753592	3.001984	医药制造业
000534	2020-12-31	C27	97.735169	12.175322	47.237052	6.78369	3.696741	4.070836	3.698264	4.072513	医药制造业
000534	2021-12-31	C27	100.067625	13.551265	65.070901	8.088377	4.649421	5.254144	4.680647	5.289431	医药制造业
000536	2016-12-31	C39	69.337318	5.95094		2.016747	1.315792	1.336053	1.702548	1.728764	计算机、通信和其他电子设备制造业
000536	2017-12-31	C39	68.846153	2.794857	31.087014	1.064433	1.028498	1.043241	1.039353	1.054252	计算机、通信和其他电子设备制造业
000536	2018-12-31	C39		1.144914		0.686065	0.910202	0.924081	0.876015	0.889373	计算机、通信和其他电子设备制造业
000536	2019-12-31	C39		5.066255		1.51062	1.172442	1.195002	1.172626	1.19519	计算机、通信和其他电子设备制造业
000536	2020-12-31	C39	13.167713	3.681533	17.621495	1.450134	1.206382	1.230264	1.206602	1.230489	计算机、通信和其他电子设备制造业
000538	2016-12-31	C27	27.057515	3.538611	26.569188	5.005362	3.58102	3.616992	3.581038	3.61701	医药制造业
000538	2017-12-31	C27	33.839719	4.359686	91.72363	5.842725	4.171571	4.222317	4.171593	4.222339	医药制造业
000538	2018-12-31	C27	23.412726	2.883829	29.288049	3.866079	2.879643	2.910824	2.879656	2.910837	医药制造业
000538	2019-12-31	C27	27.375211	3.850984	54.276498	2.998385	1.722755	1.742819	2.533251	2.562755	医药制造业
000538	2020-12-31	C27	26.331349	4.431911	37.899335	3.784502	1.911469	1.931351	2.93354	2.964052	医药制造业
000538	2021-12-31	C27	48.004298	3.690451	25.699598	3.492657	1.865123	1.891852	2.832038	2.872624	医药制造业
000541	2016-12-31	C38	11.663371	3.718388	43.167945	2.500819	2.017739	2.072203	2.029862	2.084653	电气机械及器材制造业
000541	2017-12-31	C38	15.692281	3.079748	54.228328	2.43844	2.00035	2.056714	2.012381	2.069084	电气机械及器材制造业
000541	2018-12-31	C38	19.118045	1.906548	11.729385	1.669682	1.392226	1.436631	1.397419	1.44199	电气机械及器材制造业
000541	2019-12-31	C38	22.595948	2.054424	13.495379	1.397233	1.188484	1.221686	1.191673	1.224964	电气机械及器材制造业
000541	2020-12-31	C38	26.929832	2.316727	21.973971	1.374477	1.146568	1.17001	1.149179	1.172675	电气机械及器材制造业
000541	2021-12-31	C38	29.578682	1.656572		1.259686	1.060335	1.092769	1.061916	1.094398	电气机械及器材制造业
000545	2016-12-31	C26	47.461266	5.480977		3.012815	2.381326	2.441642	2.42082	2.482135	化学原料及化学制品制造业
000545	2017-12-31	C26	30.171324	2.873765	19.499535	2.496781	2.059501	2.099752	2.089793	2.130636	化学原料及化学制品制造业
000545	2018-12-31	C26	30.268894	1.665454		1.50441	1.322024	1.344027	1.331231	1.353387	化学原料及化学制品制造业
000545	2019-12-31	C26	119.946352	1.591601		1.444714	1.290433	1.311597	1.298737	1.320037	化学原料及化学制品制造业
000545	2020-12-31	C26		1.872412	19.326385	1.900566	1.547848	1.574921	1.563511	1.590859	化学原料及化学制品制造业
000547	2018-12-31	C39	4.841962	0.699182	13.1663	0.340117	1.306206	1.796827	1.493781	2.054856	计算机、通信和其他电子设备制造业
000547	2019-12-31	C39	5.17099	0.924998	96.306976	0.456243	1.519415	2.005125	1.756906	2.318535	计算机、通信和其他电子设备制造业
000547	2020-12-31	C39	11.50614	2.26476	51.571718	1.075096	3.101424	3.956059	3.798786	4.845588	计算机、通信和其他电子设备制造业
000550	2016-12-31	C36	17.683227	0.875078	5.073979	1.87818	1.306287	1.347297	1.307177	1.348214	汽车制造业
000550	2017-12-31	C36	20.139296	0.44392	20.620506	1.10679	0.979944	1.011041	0.979997	1.011096	汽车制造业
000550	2018-12-31	C36	119.941297	0.389907		1.060678	0.940426	0.975523	0.94045	0.975549	汽车制造业
000550	2019-12-31	C36	80.591203	0.408326	4.352551	1.134881	0.939066	0.977223	0.939117	0.977276	汽车制造业
000550	2020-12-31	C36	32.352952	0.538339	4.817492	1.621697	1.065814	1.102238	1.066025	1.102456	汽车制造业
000550	2021-12-31	C36	24.520821	0.39973	7.998566	1.645621	1.078034	1.123819	1.078216	1.124009	汽车制造业
000553	2016-12-31	C26		4.806508	33.218885	4.446149	2.669681	2.869407	2.669761	2.869493	化学原料及化学制品制造业
000553	2017-12-31	C26	25.084681	1.627984	9.79638	2.065068	1.044464	1.305741	1.426138	1.782892	化学原料及化学制品制造业
000553	2018-12-31	C26	9.297561	0.872026	11.156587	1.002554	0.986237	1.277589	0.987278	1.278938	化学原料及化学制品制造业
000553	2019-12-31	C26	88.310178	0.887615	29.005237	1.093595	0.991318	1.284866	1.025539	1.329221	化学原料及化学制品制造业
000553	2020-12-31	C26	51.965614	0.644441	9.061241	0.855235	0.917714	1.161113	0.917714	1.161113	化学原料及化学制品制造业
000553	2021-12-31	C26	120.404458	0.633521	4.310424	0.933027	0.955663	1.1854	0.955663	1.1854	化学原料及化学制品制造业
000559	2016-12-31	C36	34.162715	2.820593	24.37316	6.440162	3.226929	3.287218	3.231216	3.291584	汽车制造业
000559	2017-12-31	C36	30.258053	2.505286	23.467428	5.182308	2.956065	3.010377	2.956072	3.010384	汽车制造业
000559	2018-12-31	C36	18.832488	1.240634	115.297323	2.580499	1.716575	1.746891	1.716577	1.746893	汽车制造业
000559	2019-12-31	C36	27.084079	1.397252	11.582434	2.713659	1.776199	1.799169	1.776202	1.799172	汽车制造业
000559	2020-12-31	C36	39.845633	1.624316	14.245965	1.998327	1.475046	1.492129	1.570058	1.588241	汽车制造业
000559	2021-12-31	C36	30.011797	1.469414	22.221735	2.395742	1.607394	1.627922	1.728905	1.750985	汽车制造业
000561	2016-12-31	C39	68.527631	6.490337		5.80448	3.596236	3.707758	3.604334	3.716107	计算机、通信和其他电子设备制造业
000561	2017-12-31	C39	58.019598	4.239716	25.074586	3.681829	2.331003	2.417573	2.353527	2.440934	计算机、通信和其他电子设备制造业
000561	2018-12-31	C39	34.205566	2.772374	38.597791	2.258441	1.638429	1.694337	1.650014	1.706318	计算机、通信和其他电子设备制造业
000561	2019-12-31	C39	45.410896	3.282503	18.523316	2.718596	1.852917	1.911333	1.864483	1.923264	计算机、通信和其他电子设备制造业
000561	2020-12-31	C39	39.312063	3.125168	47.42183	2.539579	1.729019	1.777372	1.73573	1.784271	计算机、通信和其他电子设备制造业
000565	2016-12-31	C26	24.426776	2.315738	66.383049	5.556311	4.359021	4.433147	4.359021	4.433147	化学原料及化学制品制造业
000565	2017-12-31	C26	38.214735	0.859007	57.317076	2.964863	2.307759	2.34015	2.307759	2.34015	化学原料及化学制品制造业
000565	2018-12-31	C26	40.845608	2.926158	74.060904	1.712092	1.52307	1.545385	1.52307	1.545385	化学原料及化学制品制造业
000565	2019-12-31	C26	36.006405	4.94062	181.45285	2.061458	1.782017	1.806281	1.782017	1.806281	化学原料及化学制品制造业
000565	2020-12-31	C26	37.316919	4.747748	45.358015	1.718738	1.541027	1.573359	1.541027	1.573359	化学原料及化学制品制造业
000565	2021-12-31	C26	40.580045	5.910439		2.288335	2.01324	2.053954	2.01324	2.053954	化学原料及化学制品制造业
000566	2016-12-31	C27	106.57073	10.997741		3.015976	1.8743	2.028011	2.181414	2.36031	医药制造业
000566	2018-12-31	C27	66.858667	2.767334		1.417535	1.160958	1.251221	1.194921	1.287825	医药制造业
000566	2019-12-31	C27		3.267162		1.725284	1.280736	1.379816	1.31164	1.41311	医药制造业
000566	2020-12-31	C27		5.60424		3.104802	1.732491	1.855065	1.813239	1.941526	医药制造业
000568	2016-12-31	C15	23.734117	5.572537	17.627723	4.159627	3.569662	3.632158	3.570543	3.633054	酒、饮料和精制茶制造业
000568	2017-12-31	C15	37.153252	9.300134	26.174654	6.313343	4.941268	4.999739	5.118346	5.178913	酒、饮料和精制茶制造业
000568	2018-12-31	C15	16.965508	4.561832	13.857143	3.477931	2.871185	2.900954	2.87714	2.906971	酒、饮料和精制茶制造业
000568	2019-12-31	C15	27.349915	8.02714	26.223612	6.492789	4.70226	4.756907	4.714043	4.768828	酒、饮料和精制茶制造业
000568	2020-12-31	C15	55.595805	19.892591	67.384361	14.289978	9.79748	10.602159	9.800159	10.605058	酒、饮料和精制茶制造业
000570	2016-12-31	C34	85.461639	2.385135	54.741279	2.324601	1.615663	1.660196	1.615663	1.660196	通用设备制造业
000570	2017-12-31	C34	66.571271	1.289577		1.381401	1.135332	1.16915	1.135332	1.16915	通用设备制造业
000570	2018-12-31	C34	33.563183	0.981427	7.648181	1.016949	0.938393	0.966491	0.938393	0.966491	通用设备制造业
000570	2019-12-31	C34	103.132979	1.259498		1.209422	1.017588	1.047523	1.017588	1.047523	通用设备制造业
000570	2020-12-31	C34	60.329644	1.373818	12.529649	1.375985	1.074765	1.119769	1.074765	1.119769	通用设备制造业
000572	2016-12-31	C36	679.809482	0.620513	24.874439	0.914389	0.954718	1.045512	0.954647	1.045435	汽车制造业
000572	2017-12-31	C36		0.753404		0.911069	0.953515	1.046701	0.953444	1.046624	汽车制造业
000572	2018-12-31	C36		0.661189	7.164095	0.606412	0.801871	0.891528	0.801572	0.891195	汽车制造业
000572	2019-12-31	C36	31.842983	0.64326		0.543242	0.756773	0.862934	0.756406	0.862515	汽车制造业
000572	2020-12-31	C36		3.452307	45.533878	1.126828	1.061019	1.266596	1.061111	1.266706	汽车制造业
000576	2020-12-31	C35	6.803352	9.119043		2.703145	2.470894	3.929669	2.522022	4.010984	专用设备制造业
000576	2021-12-31	C35	139.779726	10.192863	45.689725	3.372977	2.998048	4.648741	3.08666	4.786142	专用设备制造业
000581	2016-12-31	C36	13.11749	3.52513	42.933712	1.689814	1.476054	1.506508	1.476095	1.50655	汽车制造业
000581	2017-12-31	C36	9.147296	2.685379	25.284397	1.577372	1.3526	1.375887	1.352634	1.375922	汽车制造业
000581	2018-12-31	C36	7.22463	2.042964	20.377909	1.083035	1.017702	1.033868	1.017707	1.033874	汽车制造业
000581	2019-12-31	C36	8.346811	2.188038	18.328461	1.099279	1.021687	1.040464	1.021692	1.04047	汽车制造业
000581	2020-12-31	C36	8.288967	1.816042	29.927382	1.244918	1.097744	1.127094	1.101017	1.130454	汽车制造业
000584	2017-12-31	C28	78.294606	5.748292	22.707952	5.362709	2.993126	3.616093	2.999646	3.623971	化学纤维制造业
000584	2018-12-31	C28	32.270377	1.616586	18.871759	2.141486	1.445589	1.874973	1.456766	1.88947	化学纤维制造业
000584	2019-12-31	C35	79.599332	2.21428		2.061015	1.425941	1.867512	1.436625	1.881505	专用设备制造业
000584	2020-12-31	C35	476.174357	2.742033	4654.475324	1.738673	1.295415	1.677074	1.375709	1.781024	专用设备制造业
000585	2016-12-31	C38		106.843209		32.644393	12.423097	12.976464	17.370606	18.144351	电气机械及器材制造业
000585	2018-12-31	C38	126.376004	55.140604		80.559061	3.430714	3.535922	4.483491	4.620984	电气机械及器材制造业
000585	2019-12-31	C38		16.726471	513.004918		3.578657	3.692243	4.695511	4.844546	电气机械及器材制造业
000585	2020-12-31	C38	23.274982	18.233676			8.281236	8.968927	11.434844	12.384418	电气机械及器材制造业
000585	2021-12-31	C38	101.735543	21.390597	329.483094		8.026855	8.546156	11.070287	11.786484	电气机械及器材制造业
000586	2016-12-31	C39	1086.045683	9.055977		15.798661	7.997563	8.302066	7.997563	8.302066	计算机、通信和其他电子设备制造业
000586	2017-12-31	C39	3665.009294	8.885667		13.205301	6.717557	6.968348	6.717557	6.968348	计算机、通信和其他电子设备制造业
000586	2018-12-31	C39		5.24505		8.571124	4.298304	4.463931	4.298304	4.463931	计算机、通信和其他电子设备制造业
000586	2019-12-31	C39	334.857544	4.521189		7.314821	3.711159	3.848197	3.711159	3.848197	计算机、通信和其他电子设备制造业
000586	2020-12-31	C39	61.651125	2.894989	1760.035424	5.142761	3.304779	3.424564	3.304779	3.424564	计算机、通信和其他电子设备制造业
000586	2021-12-31	C39	61.466391	3.837487		5.729654	3.764621	3.889124	3.764621	3.889124	计算机、通信和其他电子设备制造业
000587	2016-12-31	C41	14.037281	1.495675	10.192098	1.709568	1.103902	1.236437	1.191508	1.334561	其他制造业
000587	2017-12-31	C41	13.395138	1.27089	12.451644	1.500273	1.074551	1.196282	1.137409	1.266261	其他制造业
000587	2018-12-31	C41		0.476244		0.752109	0.969749	1.080057	0.947036	1.054761	其他制造业
000587	2019-12-31	C41		0.912924		33.810824	1.09608	1.096317	1.168217	1.16847	其他制造业
000587	2020-12-31	C41		5.900084		6.600156	1.206143	1.206888	1.360917	1.361757	其他制造业
000590	2016-12-31	C27	87.579685	13.825817		16.62573	7.536998	10.516895	7.539781	10.520778	医药制造业
000590	2017-12-31	C27	377.846962	10.895222		6.416486	4.371039	5.410575	4.616201	5.714042	医药制造业
000590	2018-12-31	C27		9.794799	2781.837027	3.139422	2.415847	2.905448	2.518816	3.029285	医药制造业
000590	2019-12-31	C27	67.481634	9.091311	98.056477	4.603432	3.468187	4.12429	3.647688	4.337748	医药制造业
000590	2020-12-31	C27	89.370691	7.382004	39.44626	3.148966	2.552733	3.020491	2.55335	3.021221	医药制造业
000590	2021-12-31	C27	66.764061	7.866276	93.90174	3.467539	2.738936	3.17793	2.739626	3.178731	医药制造业
000595	2016-12-31	C34		22.093073		11.861457	4.98421	5.698768	6.993826	7.996491	通用设备制造业
000595	2017-12-31	C34	143.036888	9.137656		5.16905	2.107077	2.723099	2.70886	3.500817	通用设备制造业
000595	2018-12-31	C34		4.495817	67.555517	2.774941	1.667732	2.166676	1.678579	2.180768	通用设备制造业
000595	2019-12-31	C34		7.842786	228.249885	6.398426	2.327611	3.06138	2.348964	3.089464	通用设备制造业
000595	2020-12-31	C34	167.663945	11.002648		2.25754	1.797802	2.201518	1.80567	2.211152	通用设备制造业
000596	2016-12-31	C15	26.947327	3.808086	19.365436	3.857067	2.686471	3.105574	2.686475	3.105579	酒、饮料和精制茶制造业
000596	2017-12-31	C15	27.902908	4.745963	35.525716	4.834168	3.243652	3.665995	3.243652	3.665995	酒、饮料和精制茶制造业
000596	2018-12-31	C15	15.609192	3.128462	18.859469	3.384197	2.33977	2.592692	2.33977	2.592692	酒、饮料和精制茶制造业
000596	2019-12-31	C15	31.721738	6.570948	355.678651	7.257018	4.62754	5.091495	4.62754	5.091495	酒、饮料和精制茶制造业
000596	2020-12-31	C15	74.127429	13.309205	37.792124	13.109499	7.900584	8.711082	7.900584	8.711082	酒、饮料和精制茶制造业
000597	2016-12-31	C27	180.167863	0.985907	12.344268	1.950096	1.218246	1.319035	1.236215	1.338491	医药制造业
000597	2017-12-31	C27	60.635251	0.983368		2.190703	1.28564	1.387016	1.286408	1.387844	医药制造业
000597	2018-12-31	C27	28.738251	0.775055	20.298788	1.610703	1.155611	1.231792	1.187235	1.265501	医药制造业
000597	2019-12-31	C27	39.598946	0.821068	19.141431	1.722705	1.203958	1.277499	1.225795	1.30067	医药制造业
000597	2020-12-31	C27	632.469289	0.927374	11.994816	1.661261	1.207233	1.281961	1.224061	1.29983	医药制造业
000597	2021-12-31	C27	87.842043	1.0293	11.230675	1.954133	1.305173	1.375944	1.310595	1.38166	医药制造业
000606	2016-12-31	C27	211.646517	21.159726	395.45938	3.060081	2.14656	3.159714	2.874564	4.23133	医药制造业
000606	2017-12-31	C27	88.036682	13.239918		2.332409	1.626808	2.996901	2.016723	3.715203	医药制造业
000617	2016-12-31	C34	13.877162	9.931675		1.404191	0.85143	0.852019	0.85143	0.852019	通用设备制造业
000622	2016-12-31	C35	89.194559	92.825288		18.203696	8.874221	8.874221	8.874221	8.874221	专用设备制造业
000622	2017-12-31	C35		33.955479		10.017282	5.538863	5.538863	5.538863	5.538863	专用设备制造业
000622	2018-12-31	C35	350.299281	16.342535		15.638571	9.741205	9.741205	9.741205	9.741205	专用设备制造业
000622	2019-12-31	C35	189.678578	5.868731		9.438616	6.731311	6.731311	6.731311	6.731311	专用设备制造业
000622	2020-12-31	C35	541.416257	4.869397	241.056259	7.829065	4.758494	4.758494	4.758494	4.758494	专用设备制造业
000623	2016-12-31	C27	16.739916	10.128504	83.036462	1.468613	1.400982	1.423504	1.434828	1.457893	医药制造业
000623	2017-12-31	C27	14.178998	8.788825	102.002944	1.273934	1.242479	1.259698	1.257415	1.274841	医药制造业
000623	2018-12-31	C27	18.146085	5.047682	48.265792	0.789804	0.825767	0.838823	0.818907	0.831854	医药制造业
000623	2019-12-31	C27	13.797156	6.224926	50.664343	0.856547	0.87746	0.888178	0.875207	0.885898	医药制造业
000623	2020-12-31	C27	11.325023	8.507221	49.064712	0.814104	0.8405	0.850746	0.840094	0.850335	医药制造业
000625	2016-12-31	C36	6.982037	0.913539	31.37982	1.655048	1.216357	1.257133	1.224117	1.265153	汽车制造业
000625	2017-12-31	C36	8.394798	0.756302		1.274954	1.0734	1.116074	1.076979	1.119795	汽车制造业
000625	2018-12-31	C36	43.753429	0.47738		0.685752	0.815302	0.861643	0.810786	0.856871	汽车制造业
000625	2019-12-31	C36		0.682349	12.409503	1.096428	0.989625	1.045528	0.989625	1.045528	汽车制造业
000625	2020-12-31	C36	35.685532	1.387694	10.992096	2.194286	1.359754	1.418345	1.414982	1.475953	汽车制造业
000633	2016-12-31	C38	186.368441	90.26563		25.266798	5.666813	5.756708	5.668937	5.758866	电气机械及器材制造业
000633	2017-12-31	C38		58.121401		24.021042	4.739868	4.812121	4.741571	4.813849	电气机械及器材制造业
000633	2018-12-31	C38	1357.285739	15.912949		10.904366	2.534736	2.570328	2.534736	2.570328	电气机械及器材制造业
000633	2019-12-31	C38		15.996975		8.937678	2.269306	2.298421	2.269314	2.298429	电气机械及器材制造业
000635	2016-12-31	C26	84.802953	5.833679	46.553666	3.216073	2.9266	3.001032	2.9266	3.001032	化学原料及化学制品制造业
000635	2017-12-31	C26	47.19455	2.240937	11.938149	1.475083	1.411816	1.445728	1.411816	1.445728	化学原料及化学制品制造业
000635	2018-12-31	C26	95.96241	1.29645	13.492714	0.974045	0.978109	1.003041	0.978109	1.003041	化学原料及化学制品制造业
000635	2019-12-31	C26	46.633444	1.141365		0.891657	0.906574	0.928945	0.906574	0.928945	化学原料及化学制品制造业
000635	2020-12-31	C26	33.8417	1.204512	26.693325	0.873008	0.8907	0.911443	0.8907	0.911443	化学原料及化学制品制造业
